"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","start","end","saccver","spid","gene_uni","evalue","protein_names","gene_ontology_biological_process","gene_ontology_i_ds"
"g84847",16.7048528693799,1.61054265435864,0.392252196343425,4.1058856250446,4.02768746415329e-05,0.00289829872279095,0,8386,"sp|P21329|RTJK_DROFU","P21329","RTJK",5.29e-35,"RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",NA,"GO:0003964"
"g154151",64.6117952465099,1.58424580995532,0.385897647442425,4.10535234007015,4.03699087740197e-05,0.00289829872279095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g83000",21.6539306120868,1.89369007709359,0.461345605081586,4.10471034347169,4.04821787022731e-05,0.0029012089952669,1613,7057,"sp|A9ZSY2|TRET1_APILI","A9ZSY2","TRET1",4.52e-25,"Facilitated trehalose transporter Tret1 (AmTRET1)","trehalose transport [GO:0015771]","GO:0005886; GO:0015574; GO:0015771; GO:0016021; GO:0051119"
"g39346",114.598881916711,0.585399328066844,0.142629279815484,4.10434189125935,4.05467459779229e-05,0.0029028650919041,0,7173,"sp|O00370|LORF2_HUMAN","O00370","LORF2",3.38e-16,"LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]","DNA recombination [GO:0006310]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; reverse transcription involved in RNA-mediated transposition [GO:0032199]; transposition, RNA-mediated [GO:0032197]","GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305"
"g65912",21.4878739627767,0.815569674592837,0.198785906336041,4.10275401121316,4.0826124562946e-05,0.0029198810925928,6578,11850,"sp|Q96MW7|TIGD1_HUMAN","Q96MW7","TIGD1",1.59e-69,"Tigger transposable element-derived protein 1",NA,"GO:0003677; GO:0005634"
"g2359",1769.81584478524,-0.422518664829622,0.103005670642777,-4.10189713044938,4.09776457771453e-05,0.00292731504869814,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g9855",199.431895051298,0.65677965714845,0.160151593492316,4.10098733847416,4.11391071998481e-05,0.00292731504869814,65595,70543,"sp|Q17GM7|CISY1_AEDAE","Q17GM7","CISY1",1.9e-27,"Probable citrate synthase 1, mitochondrial (EC 2.3.3.16)","carbohydrate metabolic process [GO:0005975]; citrate metabolic process [GO:0006101]; tricarboxylic acid cycle [GO:0006099]","GO:0004108; GO:0005759; GO:0005975; GO:0006099; GO:0006101"
"g67695",11.8058521591042,1.00450022562455,0.24493736934219,4.10104929403898,4.11280927752011e-05,0.00292731504869814,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g77014",413.500129163144,0.467782215261046,0.114060984232009,4.10115885296536,4.11086223011195e-05,0.00292731504869814,0,2217,"sp|P48602|VATA1_DROME","P48602","VATA1",2.57e-51,"V-type proton ATPase catalytic subunit A isoform 1 (V-ATPase subunit A 1) (EC 7.1.2.2) (V-ATPase 69 kDa subunit 1) (Vacuolar proton pump subunit alpha 1)","cellular response to hypoxia [GO:0071456]; proton transmembrane transport [GO:1902600]; vacuolar acidification [GO:0007035]","GO:0000221; GO:0005524; GO:0007035; GO:0033176; GO:0046933; GO:0046961; GO:0071456; GO:1902600"
"g101950",32.3304661632317,0.824470890743228,0.20102191173772,4.10139811932016,4.10661310269914e-05,0.00292731504869814,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g116616",29.0358103245644,0.67623240051255,0.164905828255226,4.10071862024147,4.11869121772235e-05,0.00292774133687801,1864,4806,"sp|P0C6T1|CTF8_RAT","P0C6T1","CTF8",1.95e-12,"Chromosome transmission fidelity protein 8 homolog","DNA duplex unwinding [GO:0032508]; DNA replication [GO:0006260]; mitotic sister chromatid cohesion [GO:0007064]; positive regulation of DNA-directed DNA polymerase activity [GO:1900264]","GO:0003677; GO:0005634; GO:0006260; GO:0007064; GO:0031390; GO:0032508; GO:1900264"
"g136752",274.081736052175,0.433067288019771,0.105624092164299,4.10008057012343,4.13006325551027e-05,0.00293284755602757,476,3091,"sp|P11369|LORF2_MOUSE","P11369","LORF2",1.79e-12,"LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]","DNA recombination [GO:0006310]","GO:0003964; GO:0004519; GO:0006310; GO:0046872"
"g72773",58.6915034070216,0.577988516996763,0.140978716386557,4.09982819968331,4.13456949912369e-05,0.00293307281853741,0,7095,"sp|P84057|H2A_TIGCA","P84057","H2A",6.41e-22,"Histone H2A",NA,"GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"g107880",45.0244145325368,0.575317131951435,0.140380256472434,4.09827668369027,4.16237552486266e-05,0.00294980981275135,0,4966,"sp|O88554|PARP2_MOUSE","O88554","PARP2",2.89e-19,"Poly [ADP-ribose] polymerase 2 (PARP-2) (mPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (DNA ADP-ribosyltransferase PARP2) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2) (Protein poly-ADP-ribosyltransferase PARP2) (EC 2.4.2.-)","base-excision repair [GO:0006284]; DNA ADP-ribosylation [GO:0030592]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; extrinsic apoptotic signaling pathway [GO:0097191]; histone modification [GO:0016570]; negative regulation of neuron death [GO:1901215]; peptidyl-serine ADP-ribosylation [GO:0018312]; positive regulation of cell growth involved in cardiac muscle cell development [GO:0061051]; protein auto-ADP-ribosylation [GO:0070213]; protein poly-ADP-ribosylation [GO:0070212]","GO:0003677; GO:0003682; GO:0003950; GO:0005634; GO:0005654; GO:0005730; GO:0006281; GO:0006284; GO:0006302; GO:0016570; GO:0018312; GO:0030592; GO:0031491; GO:0061051; GO:0070212; GO:0070213; GO:0090734; GO:0097191; GO:0140294; GO:1901215; GO:1990404"
"g121325",35.567933854658,1.093354381626,0.26682529897006,4.09764136251819,4.1738127760387e-05,0.00295492439790372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g118271",57.5490041052222,0.789697027365161,0.192755033270607,4.0968944569998,4.18729693699147e-05,0.00296147633266938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g6954",1780.75290541442,-0.413287001270852,0.100893383379523,-4.09627457646278,4.1985192441931e-05,0.00296641695701223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g41311",21.3473094866619,-0.686101585690691,0.167503860565315,-4.09603446377379,4.20287390314546e-05,0.00296650025151652,13517,14374,"sp|B3LYS5|FOXO_DROAN","B3LYS5","FOXO",3.37e-34,"Forkhead box protein O","cell cycle [GO:0007049]; cell differentiation [GO:0030154]; glucose homeostasis [GO:0042593]; multicellular organism aging [GO:0010259]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of insulin receptor signaling pathway [GO:0046627]; regulation of lipid metabolic process [GO:0019216]; regulation of transcription, DNA-templated [GO:0006355]","GO:0003700; GO:0005634; GO:0005737; GO:0006355; GO:0007049; GO:0008285; GO:0010259; GO:0019216; GO:0030154; GO:0030308; GO:0042593; GO:0043565; GO:0046627"
"g147484",462.668954109307,0.675722970566687,0.165032845506021,4.09447566934203,4.23124841866077e-05,0.00298352015889013,0,1394,"sp|Q9XTL9|PYG_DROME","Q9XTL9","PYG",8.37e-35,"Glycogen phosphorylase (EC 2.4.1.1)","defense response to Gram-negative bacterium [GO:0050829]; determination of adult lifespan [GO:0008340]; glycogen catabolic process [GO:0005980]; insulin receptor signaling pathway [GO:0008286]; negative regulation of innate immune response [GO:0045824]; positive regulation of glycogen catabolic process [GO:0045819]","GO:0005737; GO:0005980; GO:0008184; GO:0008286; GO:0008340; GO:0030170; GO:0032991; GO:0042803; GO:0045819; GO:0045824; GO:0050829; GO:0102250; GO:0102499"
"g104176",1903.76398665362,-0.335436067840982,0.0819405064788312,-4.09365382587231,4.24628139407076e-05,0.00299110795422582,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g150244",187.263204783442,0.651309374070186,0.159132379745027,4.09287773559196,4.26052396890927e-05,0.002998124294021,0,1204,"sp|Q3T084|TCPW_BOVIN","Q3T084","TCPW",2.91e-23,"T-complex protein 1 subunit zeta-2 (TCP-1-zeta-2) (CCT-zeta-2)","protein folding [GO:0006457]","GO:0005524; GO:0005737; GO:0006457; GO:0016887; GO:0051082"
"g56736",46.2404793755378,0.711981712477726,0.174018970288861,4.09140285852674,4.28771545939978e-05,0.00301422952847644,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g33954",745.332912371935,-0.281935804926682,0.0689134116565869,-4.09116016968714,4.29220552263602e-05,0.00301435954146368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g56419",36.0096892811509,2.0723825829677,0.506583226193003,4.09090249304493,4.29697776205157e-05,0.00301468726396119,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g74604",199.939098822658,0.488966658795704,0.119559216256162,4.08974459775705,4.31848448514239e-05,0.00302674321001702,0,3414,"sp|Q55E60|PEPD_DICDI","Q55E60","PEPD",1.74e-22,"Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)",NA,"GO:0008233; GO:0030145; GO:0070006; GO:0102009"
"g31868",1475.40853960403,-0.450592362868156,0.11018821158175,-4.08929736130491,4.32681875134153e-05,0.00302955195331431,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g148980",212.078033814716,-0.765359979340743,0.187192813686133,-4.08861838373788,4.33950069195385e-05,0.00303539619829396,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g64376",52.8791516000363,0.584561991316955,0.142997023677547,4.08793117705108,4.3523722349285e-05,0.00304136126891441,10477,11614,"sp|Q10126|YSM6_CAEEL","Q10126","YSM6",6.52e-18,"Putative uncharacterized transposon-derived protein F52C9.6",NA,NA
"g29540",495.81141424534,0.54900147275259,0.134327791811124,4.08702819684947,4.36934033134363e-05,0.0030501741906283,18705,21548,"sp|P40423|SQH_DROME","P40423","SQH",6.5e-26,"Myosin regulatory light chain sqh (Myosin regulatory light chain, nonmuscle) (MRLC-C) (Protein spaghetti-squash)","actin filament-based movement [GO:0030048]; apical constriction involved in gastrulation [GO:0003384]; border follicle cell migration [GO:0007298]; cell elongation involved in imaginal disc-derived wing morphogenesis [GO:0090254]; compartment boundary maintenance [GO:0060289]; cytoskeleton-dependent cytoplasmic transport, nurse cell to oocyte [GO:0019749]; formation of a compartment boundary [GO:0060288]; imaginal disc-derived wing hair organization [GO:0035317]; locomotion [GO:0040011]; mitotic cytokinesis [GO:0000281]; myosin II filament assembly [GO:0031036]; negative regulation of smoothened signaling pathway [GO:0045879]; nuclear axial expansion [GO:0035191]; positive regulation of border follicle cell migration [GO:1903688]; post-embryonic development [GO:0009791]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of tube length, open tracheal system [GO:0035159]; spiracle morphogenesis, open tracheal system [GO:0035277]; syncytial embryo cellularization [GO:0110069]; tube formation [GO:0035148]; wound healing [GO:0042060]","GO:0000281; GO:0003384; GO:0005509; GO:0005737; GO:0005829; GO:0005886; GO:0005938; GO:0007298; GO:0009791; GO:0016324; GO:0016460; GO:0019749; GO:0030048; GO:0030496; GO:0031036; GO:0032036; GO:0032154; GO:0032956; GO:0035148; GO:0035159; GO:0035183; GO:0035191; GO:0035277; GO:0035317; GO:0040011; GO:0042060; GO:0045177; GO:0045179; GO:0045879; GO:0051233; GO:0060288; GO:0060289; GO:0090254; GO:0106037; GO:0110069; GO:0110071; GO:1903144; GO:1903688"
"g85186",94.2721383375141,1.28658153380896,0.314917270999099,4.08545879280352,4.39898074429358e-05,0.00306780710910307,0,4414,"sp|Q6NS09|TM45B_XENLA","Q6NS09","TM45B",5.25e-11,"Transmembrane protein 45B",NA,"GO:0016021"
"g81992",6398.4731325213,0.493247002999929,0.120771842285028,4.08412253773391,4.42436803967441e-05,0.00308244180499425,0,1274,"sp|Q4R6V2|TCPE_MACFA","Q4R6V2","TCPE",0,"T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)","binding of sperm to zona pellucida [GO:0007339]; chaperone-mediated protein folding [GO:0061077]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein stabilization [GO:0050821]; response to virus [GO:0009615]; toxin transport [GO:1901998]","GO:0003730; GO:0005524; GO:0005813; GO:0005832; GO:0005874; GO:0007339; GO:0009615; GO:0016887; GO:0031681; GO:0032212; GO:0044183; GO:0044297; GO:0048027; GO:0048487; GO:0050821; GO:0051082; GO:0061077; GO:1901998; GO:1904851"
"g11168",7261.00209565923,0.266159326155884,0.0651737903592361,4.08383991001324,4.42975541397809e-05,0.00308312738147035,38145,68787,"sp|P47826|RLA0_CHICK","P47826","RLA0",2.85e-31,"60S acidic ribosomal protein P0 (60S ribosomal protein L10E)","cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]","GO:0000027; GO:0002181; GO:0003735; GO:0005634; GO:0022625; GO:0070180"
"g70052",214.844627367723,0.448927635566681,0.109968241302547,4.08233895758668,4.45847059041905e-05,0.0031000317159877,425,10902,"sp|Q91VD9|NDUS1_MOUSE","Q91VD9","NDUS1",1.04e-52,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)","aerobic respiration [GO:0009060]; apoptotic mitochondrial changes [GO:0008637]; ATP metabolic process [GO:0046034]; cellular respiration [GO:0045333]; mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; reactive oxygen species metabolic process [GO:0072593]; regulation of mitochondrial membrane potential [GO:0051881]","GO:0005739; GO:0005743; GO:0005747; GO:0005758; GO:0006120; GO:0008137; GO:0008637; GO:0009055; GO:0009060; GO:0032981; GO:0042776; GO:0043209; GO:0045333; GO:0046034; GO:0046872; GO:0051537; GO:0051539; GO:0051881; GO:0072593"
"g161408",18.7518770449944,0.896810549136147,0.21972664773473,4.08148287147603,4.47492760693434e-05,0.00310838771014215,0,1079,"sp|P00349|6PGD_SHEEP","P00349","6PGD",6.28e-11,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)","D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt [GO:0006098]","GO:0004616; GO:0005737; GO:0006098; GO:0019521; GO:0050661"
"g47849",542.559745596542,-0.235657772086218,0.0577477261712719,-4.08081473870138,4.48781150420631e-05,0.0031142476303421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g64694",410.386317337264,0.547467168121635,0.134187301311763,4.07987315319563,4.50602824901326e-05,0.00312070312501889,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g131223",373.62294508975,0.710089331233504,0.174042437701449,4.0799780824237,4.50399472872854e-05,0.00312070312501889,0,1034,"sp|P38377|S61A1_CANLF","P38377","S61A1",3.26e-26,"Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1)","cotranslational protein targeting to membrane [GO:0006613]; posttranslational protein targeting to membrane, translocation [GO:0031204]; pronephric nephron development [GO:0039019]; protein insertion into ER membrane [GO:0045048]; protein targeting to ER [GO:0045047]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]","GO:0005048; GO:0005784; GO:0005789; GO:0006613; GO:0006616; GO:0008320; GO:0030176; GO:0031204; GO:0039019; GO:0043022; GO:0045047; GO:0045048"
"g73019",12.3119909024716,0.866804910140609,0.212487539334967,4.07932113503452,4.51674066615454e-05,0.00312503110635186,0,7952,"sp|Q96DM1|PGBD4_HUMAN","Q96DM1","PGBD4",8.21e-58,"PiggyBac transposable element-derived protein 4",NA,NA
"g16039",161.158222625702,0.810572568282401,0.198721961636258,4.07892797357788,4.52438504608281e-05,0.00312722993244448,26206,36094,"sp|Q95SX7|RTBS_DROME","Q95SX7","RTBS",1.35e-21,"Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)","transposition, DNA-mediated [GO:0006313]","GO:0003964; GO:0006313"
"g43897",24.805348095241,0.722028550572003,0.177042569358493,4.07827650258492,4.53707884847441e-05,0.00313291111254912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g43977",156.455960906225,0.634497640749065,0.155637669515548,4.07676138253716,4.56673145166041e-05,0.00314549530283746,6135,8800,"sp|K7IM66|EIF3D_NASVI","K7IM66","EIF3D",1.04e-11,"Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7)","cap-dependent translational initiation [GO:0002191]; formation of cytoplasmic translation initiation complex [GO:0001732]","GO:0001732; GO:0002191; GO:0003743; GO:0005852; GO:0016282; GO:0033290; GO:0098808"
"g73485",4043.91553694989,-0.618258150689625,0.151644336327427,-4.07702764021926,4.56150721329096e-05,0.00314549530283746,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g85062",281.642590385427,-0.444830228086983,0.109116421803781,-4.07665703047795,4.56878048928232e-05,0.00314549530283746,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g99963",82.7588728409453,1.06558252944605,0.261416736451344,4.07618327698149,4.57809399413262e-05,0.00314780995035411,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g132293",9569.59870792605,0.407020308451102,0.0998570727017054,4.07602884241319,4.58113390758211e-05,0.00314780995035411,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g83754",5706.76640225944,1.27134590394379,0.311958455631157,4.07536927111527,4.59413856805368e-05,0.00315075001714354,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g134389",44.3085712569116,0.937518233923309,0.230045761170079,4.07535539518234,4.59441253321082e-05,0.00315075001714354,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g82374",49.4126809763298,1.03151152043376,0.253128094273171,4.07505742653981,4.60029933876664e-05,0.0031517001869057,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g34192",19.5584062336803,1.62061657599864,0.397791617953375,4.0740339988476,4.62057316866647e-05,0.00316148425920251,26015,28500,"sp|Q96MW7|TIGD1_HUMAN","Q96MW7","TIGD1",1.15e-60,"Tigger transposable element-derived protein 1",NA,"GO:0003677; GO:0005634"
"g66351",206.85456504096,0.603748494065008,0.148208100653041,4.073653811126,4.6281261471087e-05,0.00316148425920251,318,2717,"sp|Q10126|YSM6_CAEEL","Q10126","YSM6",9.9e-19,"Putative uncharacterized transposon-derived protein F52C9.6",NA,NA
"g146181",21.0278864178713,2.79094258227787,0.685100901563441,4.07376866080424,4.62584325900738e-05,0.00316148425920251,1014,2326,"sp|O61866|LIPL5_CAEEL","O61866","LIPL5",4.16e-17,"Lipase lipl-5 (EC 3.1.1.-) (Lipase-like 5)","defense response to Gram-negative bacterium [GO:0050829]; lipid homeostasis [GO:0055088]; lipid metabolic process [GO:0006629]; triglyceride catabolic process [GO:0019433]","GO:0005576; GO:0005764; GO:0006629; GO:0016788; GO:0019433; GO:0043202; GO:0050829; GO:0055088"
"g134034",38.4923044879251,0.853774660666555,0.209606620741876,4.07322372568541,4.6366845290054e-05,0.00316424344397564,0,3309,"sp|Q3T0V9|DEOC_BOVIN","Q3T0V9","DEOC",1.12e-14,"Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)","carbohydrate catabolic process [GO:0016052]; deoxyribonucleoside catabolic process [GO:0046121]; deoxyribonucleotide catabolic process [GO:0009264]; deoxyribose phosphate catabolic process [GO:0046386]","GO:0004139; GO:0005654; GO:0005737; GO:0009264; GO:0016052; GO:0046121; GO:0046386"
"g117226",111.045589872571,0.558051674497622,0.137015022796274,4.07292326862131,4.64267230404696e-05,0.00316524468729075,0,4747,"sp|P53451|TCPD_TAKRU","P53451","TCPD",9.3e-34,"T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta)","protein folding [GO:0006457]; response to hypoxia [GO:0001666]","GO:0001666; GO:0005524; GO:0005737; GO:0006457; GO:0016887; GO:0051082"
"g85941",2314.99658512028,-0.38551173906594,0.0946585978500588,-4.07265423133141,4.64804013964836e-05,0.00316582173636089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g47456",48.5478174494148,-0.456884211702601,0.112209536570721,-4.07170571829826,4.66701187149824e-05,0.00316949405643612,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g70253",41.9753814558246,-0.839133408294917,0.206086271331994,-4.07175792386053,4.66596577264227e-05,0.00316949405643612,345,10859,"sp|P21329|RTJK_DROFU","P21329","RTJK",7.99e-19,"RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",NA,"GO:0003964"
"g136629",504.868256626234,-0.403850161124324,0.0991740320917377,-4.07213614901485,4.65839350743784e-05,0.00316949405643612,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g92290",10669.5471294281,0.379480376918427,0.0932241637022565,4.07062248507188,4.68876802417757e-05,0.00318118371624869,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g57",860.986147072415,-0.461280412049051,0.11335571684208,-4.06931758626409,4.7151039146817e-05,0.00318670024998246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g5492",16.0350563360173,0.934247411129866,0.229561262175837,4.06970846158819,4.70720046406233e-05,0.00318670024998246,56483,69214,"sp|P08548|LIN1_NYCCO","P08548","LIN1",3.42e-12,"LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",NA,"GO:0003964; GO:0046872"
"g33181",6320.53029808021,0.395557552007189,0.0971997892703441,4.06953096273713,4.7107879106372e-05,0.00318670024998246,19796,30084,"sp|P62282|RS11_RAT","P62282","RS11",4.18e-23,"40S ribosomal protein S11","osteoblast differentiation [GO:0001649]; translation [GO:0006412]","GO:0001649; GO:0003735; GO:0006412; GO:0016020; GO:0019843; GO:0022626; GO:0022627"
"g65139",63.4314286430393,2.51622033541527,0.618327601512707,4.06939675547309,4.71350210763961e-05,0.00318670024998246,0,12032,"sp|P81182|BGBP_PENVA","P81182","BGBP",6.61e-175,"Beta-1,3-glucan-binding protein (BGBP) (Beta-1,3-glucan recognition protein) (BetaGRP) (BetaGBP-HDL) (High density lipoprotein)","cell surface pattern recognition receptor signaling pathway [GO:0002752]; innate immune response [GO:0045087]; lipid transport [GO:0006869]; regulation of innate immune response [GO:0045088]","GO:0002752; GO:0005576; GO:0006869; GO:0038187; GO:0045087; GO:0045088"
"g8169",86.271702571424,0.471594881417793,0.11590914623222,4.06865978007438,4.72843308653022e-05,0.00318926625141908,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g46972",264.285177354366,0.33483784636274,0.0823009587788969,4.06845620428662,4.73256539064873e-05,0.00318926625141908,5585,12597,"sp|Q8CC12|CDAN1_MOUSE","Q8CC12","CDAN1",8.24e-63,"Codanin-1","chromatin assembly [GO:0031497]; chromatin organization [GO:0006325]; negative regulation of DNA replication [GO:0008156]; nuclear envelope organization [GO:0006998]; protein localization [GO:0008104]","GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006325; GO:0006998; GO:0008104; GO:0008156; GO:0012505; GO:0016021; GO:0031497"
"g118685",51.9100845832582,0.776997254946266,0.190971260927494,4.06866065172638,4.72841540057014e-05,0.00318926625141908,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g111171",173.771347612015,-0.401106903552285,0.0986283637700499,-4.06685144333792,4.76525988741421e-05,0.00320512936404388,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g139651",410.855104714231,-0.552155164059826,0.135763386883313,-4.06704028777949,4.76140138884761e-05,0.00320512936404388,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g34228",2341.20835729403,-0.372888658694428,0.0917293915021749,-4.06509465055796,4.80129729732222e-05,0.00322626904188011,0,18360,"sp|P08548|LIN1_NYCCO","P08548","LIN1",5.58e-24,"LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",NA,"GO:0003964; GO:0046872"
"g12794",16.1806012324973,0.845223575119424,0.207945627152389,4.06463740879734,4.81071907059727e-05,0.00322705286898863,45524,47074,"sp|P28340|DPOD1_HUMAN","P28340","DPOD1",1.05e-20,"DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase subunit delta p125)","base-excision repair, gap-filling [GO:0006287]; cellular response to UV [GO:0034644]; DNA biosynthetic process [GO:0071897]; DNA-dependent DNA replication [GO:0006261]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA replication proofreading [GO:0045004]; DNA synthesis involved in DNA repair [GO:0000731]; error-free translesion synthesis [GO:0070987]; fatty acid homeostasis [GO:0055089]; nucleotide-excision repair, DNA gap filling [GO:0006297]; response to UV [GO:0009411]","GO:0000109; GO:0000166; GO:0000731; GO:0003677; GO:0003682; GO:0003684; GO:0003887; GO:0005634; GO:0005654; GO:0005829; GO:0006260; GO:0006261; GO:0006281; GO:0006287; GO:0006297; GO:0008296; GO:0009411; GO:0016020; GO:0016235; GO:0019899; GO:0034644; GO:0043625; GO:0045004; GO:0046872; GO:0051539; GO:0055089; GO:0070987; GO:0071897"
"g17629",53.7412179414732,2.37108448555561,0.58335134663114,4.06459074663777,4.81168156077598e-05,0.00322705286898863,0,6370,"sp|Q04519|ASM_MOUSE","Q04519","ASM",1.14e-13,"Sphingomyelin phosphodiesterase (EC 3.1.4.12) (EC 3.1.4.3) (Acid sphingomyelinase) (ASMase)","cellular response to calcium ion [GO:0071277]; cellular response to UV [GO:0034644]; ceramide biosynthetic process [GO:0046513]; ceramide metabolic process [GO:0006672]; cholesterol metabolic process [GO:0008203]; negative regulation of MAP kinase activity [GO:0043407]; plasma membrane repair [GO:0001778]; positive regulation of apoptotic process [GO:0043065]; positive regulation of endocytosis [GO:0045807]; positive regulation of protein dephosphorylation [GO:0035307]; response to cocaine [GO:0042220]; response to interleukin-1 [GO:0070555]; response to ionizing radiation [GO:0010212]; response to tumor necrosis factor [GO:0034612]; response to type I interferon [GO:0034340]; response to virus [GO:0009615]; response to xenobiotic stimulus [GO:0009410]; sphingomyelin catabolic process [GO:0006685]; termination of signal transduction [GO:0023021]; viral entry into host cell [GO:0046718]; wound healing [GO:0042060]","GO:0001778; GO:0004767; GO:0005615; GO:0005764; GO:0005768; GO:0005811; GO:0005886; GO:0006672; GO:0006685; GO:0008081; GO:0008203; GO:0008270; GO:0009410; GO:0009615; GO:0010212; GO:0016798; GO:0023021; GO:0034340; GO:0034612; GO:0034644; GO:0035307; GO:0036019; GO:0042060; GO:0042220; GO:0042599; GO:0043065; GO:0043407; GO:0045807; GO:0046513; GO:0046718; GO:0061750; GO:0070555; GO:0071277"
"g62138",228.307562307266,0.529077254798836,0.130190092048845,4.06388263862918,4.82630997544098e-05,0.00323304246717899,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g105825",278.374380325328,0.473986543829028,0.116638820996151,4.06371171948548,4.82984721167303e-05,0.00323304246717899,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g38108",649.83309191763,-0.299084885573316,0.0736181345734074,-4.06265232481661,4.85182667303672e-05,0.00323958968682093,NA,NA,NA,NA,NA,NA,NA,NA,NA
