id	gene_ontology_i_ds
g1254	GO:0000045; GO:0000407; GO:0000422; GO:0001889; GO:0005737; GO:0005829; GO:0005930; GO:0006497; GO:0006501; GO:0006914; GO:0006995; GO:0006996; GO:0007005; GO:0007628; GO:0009267; GO:0009791; GO:0010508; GO:0015031; GO:0016236; GO:0019778; GO:0019779; GO:0021680; GO:0021860; GO:0021955; GO:0021987; GO:0030163; GO:0030424; GO:0031175; GO:0031396; GO:0031401; GO:0032436; GO:0032446; GO:0034614; GO:0034727; GO:0035774; GO:0039521; GO:0039689; GO:0042594; GO:0042752; GO:0042803; GO:0043065; GO:0043066; GO:0044805; GO:0045732; GO:0048471; GO:0048511; GO:0050765; GO:0050877; GO:0051607; GO:0055013; GO:0060284; GO:0060548; GO:0061024; GO:0061684; GO:0070257; GO:0071455; GO:0080144; GO:0090155; GO:0090156; GO:0090298; GO:1901214; GO:1903204; GO:1903706; GO:2000619
g3812	GO:0000122; GO:0000978; GO:0000981; GO:0000987; GO:0001228; GO:0001865; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0006357; GO:0007595; GO:0010468; GO:0010628; GO:0010629; GO:0031065; GO:0032740; GO:0032868; GO:0042802; GO:0042803; GO:0042826; GO:0043370; GO:0043372; GO:0043376; GO:0043377; GO:0045944; GO:0046628; GO:0046872; GO:0051141; GO:0090336; GO:0120162; GO:1990837; GO:1990845; GO:2000320; GO:2000640
g978	GO:0005654; GO:0005737; GO:0005765; GO:0005829; GO:0030054; GO:0031503; GO:0032008; GO:0034198; GO:0061700; GO:1904263
g842	GO:0000786; GO:0003677; GO:0005634; GO:0046982
g7143	GO:0003964
g1285	GO:0003723; GO:0005525; GO:0005739; GO:0005743; GO:0006915; GO:0010941; GO:0032543; GO:0043457
g5229	GO:0004326; GO:0005524; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006730; GO:0009396; GO:0046872; GO:0046901
g4198	GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0010050; GO:0010582; GO:0016018
g7008	GO:0004474; GO:0005737; GO:0005782; GO:0006097; GO:0006099
g3839	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
g7370	GO:0001726; GO:0001817; GO:0005078; GO:0005095; GO:0005096; GO:0005509; GO:0005516; GO:0005547; GO:0005634; GO:0005737; GO:0005829; GO:0005874; GO:0005884; GO:0005886; GO:0005925; GO:0007165; GO:0007173; GO:0007346; GO:0008543; GO:0010761; GO:0016328; GO:0016477; GO:0019901; GO:0019903; GO:0019904; GO:0030424; GO:0030426; GO:0030496; GO:0030667; GO:0030864; GO:0031234; GO:0031267; GO:0032956; GO:0035305; GO:0036057; GO:0036120; GO:0036464; GO:0043005; GO:0043087; GO:0043410; GO:0043539; GO:0044548; GO:0045296; GO:0045860; GO:0048008; GO:0051015; GO:0060090; GO:0070062; GO:0071277; GO:0071364; GO:0072015; GO:1990138; GO:1990904
g802	GO:0003964
g2937	GO:0005737; GO:0006629; GO:0010867; GO:0016021; GO:0031965; GO:0035307; GO:0071595
g9050	GO:0003995; GO:0005739; GO:0005759; GO:0006552; GO:0008470; GO:0050660
g4677	GO:0003677; GO:0005634
g1213	GO:0003964; GO:0006313
g5550	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g7506	GO:0004028; GO:0004029; GO:0004030; GO:0005615; GO:0005737; GO:0005783; GO:0005829; GO:0005886; GO:0006081; GO:0006629; GO:0006805; GO:0008106; GO:0016021; GO:0018479
g288	GO:0000502; GO:0004843; GO:0005654; GO:0005829; GO:0005838; GO:0008237; GO:0008541; GO:0016579; GO:0043161; GO:0046872; GO:0061578; GO:0070122; GO:0070628; GO:0140492
g2097	GO:0000139; GO:0005783; GO:0005795; GO:0006888; GO:0006914; GO:0008021; GO:0016358; GO:0030008; GO:0030425; GO:0045211
g269	GO:0000724; GO:0003678; GO:0003697; GO:0005524; GO:0005634; GO:0007140; GO:0007143; GO:0009555; GO:0016887; GO:0042555; GO:0046872
g7916	GO:0003964; GO:0046872
g741	GO:0003964
g6883	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g6509	GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0019915; GO:0061631
g289	GO:0000502; GO:0000724; GO:0004175; GO:0004843; GO:0006303; GO:0008237; GO:0008541; GO:0016579; GO:0022624; GO:0031597; GO:0043161; GO:0045471; GO:0046872; GO:0061133; GO:0061136; GO:0061578; GO:0070122; GO:0070536; GO:0070628; GO:0140492
g2137	GO:0005737; GO:0043304
g9052	GO:0003964
g1202	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g8080	GO:0003964; GO:0006313
g2217	GO:0003964; GO:0046872
g200	GO:0003964
g8217	GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
g4236	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g2795	GO:0005929; GO:0005930; GO:0030992; GO:0032006; GO:0036064; GO:0042073; GO:0045494; GO:0048793; GO:0060041; GO:0060271
g1992	GO:0003777; GO:0005524; GO:0005858; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959; GO:0060285
g4766	GO:0005096; GO:0005737; GO:0031267; GO:0034499; GO:0042470; GO:0043547; GO:0090630
g3678	GO:0003964
g3415	GO:0042302
g3736	GO:0003964
g1246	GO:0003964
g345	GO:0003677; GO:0005634; GO:0046872
g5109	GO:0003964; GO:0006313
g8295	GO:0005576
g1473	GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874
g7615	GO:0003964
g5725	GO:0000139; GO:0005524; GO:0005768; GO:0005886; GO:0006631; GO:0006699; GO:0006805; GO:0006855; GO:0006979; GO:0008206; GO:0008559; GO:0009986; GO:0010468; GO:0015125; GO:0015126; GO:0015144; GO:0015432; GO:0015721; GO:0015722; GO:0016021; GO:0016324; GO:0016567; GO:0031998; GO:0038183; GO:0042626; GO:0042632; GO:0043627; GO:0045471; GO:0046581; GO:0046618; GO:0046691; GO:0055037; GO:0055038; GO:0055085; GO:0055088; GO:0055091; GO:0070062; GO:0120189; GO:1904251; GO:1904486
g354	GO:0000794; GO:0001700; GO:0003677; GO:0005634; GO:0005700; GO:0006357; GO:0007426; GO:0007435; GO:0009953; GO:0031208; GO:0031507; GO:0031519; GO:0035167; GO:0042803; GO:0045892; GO:0045893; GO:0045944
g3528	GO:0003964; GO:0006313
g4107	GO:0003964; GO:0006313
g3161	GO:0003964; GO:0006313
g1616	GO:0003964; GO:0006313
g4802	GO:0003964
g1765	GO:0007186; GO:0016021; GO:0019236
g5788	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
g1426	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g7131	GO:0003964
g1300	GO:0003964; GO:0006313
g6827	GO:0003964
g214	GO:0003964; GO:0006313
g1958	GO:0003964; GO:0006313
g3246	GO:0003964; GO:0006313
g2464	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
g3244	GO:0003964
g5778	GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006814; GO:0009609; GO:0015226; GO:0015293; GO:0015651; GO:0015697; GO:0015879; GO:0016021; GO:0016324; GO:0030165; GO:0031526; GO:0042910; GO:0060731; GO:0070062; GO:0070715; GO:0150104; GO:1901235; GO:1902270; GO:1902603; GO:1990961
g7273	GO:0003964; GO:0006313
g2472	GO:0005524; GO:0005777; GO:0005778; GO:0005829; GO:0007031; GO:0016558; GO:0016887
g5868	GO:0003964
g3805	GO:0000122; GO:0000978; GO:0000981; GO:0001222; GO:0003700; GO:0005634; GO:0006338; GO:0006357; GO:0045892; GO:0046872; GO:2000677
g5133	GO:0000122; GO:0003677; GO:0003714; GO:0005634; GO:0007507; GO:1990112
g7718	GO:0001640; GO:0001641; GO:0004930; GO:0005886; GO:0005887; GO:0007216; GO:0007528; GO:0007612; GO:0007614; GO:0007616; GO:0008049; GO:0008066; GO:0015485; GO:0016021; GO:0016595; GO:0038038; GO:0045121; GO:0051966; GO:0072553
g2113	GO:0003964; GO:0006313
g7276	GO:0003964
g8922	GO:0003779; GO:0007368; GO:0016055; GO:0021516; GO:0030036; GO:0030833; GO:0031267; GO:0048715; GO:0051489; GO:0060828; GO:0070062; GO:0090263; GO:0090521; GO:2000050
g5278	GO:0004222; GO:0005576; GO:0008270; GO:0042338
g204	GO:0003824; GO:0005634; GO:0005737
g4678	GO:0005102; GO:0005576; GO:0016055
g8116	GO:0004252; GO:0005044; GO:0016021
g9231	GO:0003964; GO:0006313
g3032	GO:0003964
g400	GO:0001932; GO:0005747; GO:0007420; GO:0008137; GO:0032981; GO:0045333; GO:0048146; GO:0051591; GO:0072593
g4288	GO:0006487; GO:0008250; GO:0016021; GO:0018279
g7869	GO:0000981; GO:0001889; GO:0005634; GO:0007519; GO:0008284; GO:0030154; GO:0043565; GO:0045627; GO:0045629; GO:0046622; GO:0048484; GO:0048513; GO:0048557
g3423	GO:0000922; GO:0001833; GO:0002244; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0007052; GO:0008017; GO:0019843; GO:0030282; GO:0030595; GO:0042256; GO:0043022; GO:0048539
g5486	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g112	GO:0004722; GO:0004741; GO:0005759; GO:0046872
g6143	GO:0003964; GO:0006313
g1460	GO:0003723; GO:0003729; GO:0003730; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0005829; GO:0006397; GO:0007623; GO:0008143; GO:0008380; GO:0016020; GO:0017148; GO:0043025; GO:0045727; GO:0048027; GO:0070934; GO:0070937; GO:0071013; GO:0071204; GO:0071346; GO:0090367; GO:0097452; GO:0106002; GO:1900152; GO:1990635; GO:1990904; GO:2000767
g7821	GO:0005385; GO:0005774; GO:0005794; GO:0006882; GO:0016021
g2454	GO:0003964; GO:0006313
g493	GO:0002027; GO:0004672; GO:0004674; GO:0004712; GO:0005524; GO:0005634; GO:0005737; GO:0008022; GO:0031013; GO:0046872; GO:0106310; GO:1903779
g8735	GO:0003964; GO:0006313
g8152	GO:0004252; GO:0005044; GO:0016021
g6970	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g5480	GO:0005743; GO:0015293; GO:0016021
g6523	GO:0005975; GO:0030246; GO:0047938
g6947	GO:0005737; GO:0005886; GO:0006508; GO:0007165; GO:0008217; GO:0008270; GO:0016021; GO:0042277; GO:0043171; GO:0070006
g3466	GO:0003964; GO:0006313
g8212	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g2704	GO:0003964; GO:0006313
g4694	GO:0003729; GO:0003735; GO:0005739; GO:0005762; GO:0005840; GO:0006412; GO:0017148; GO:0032543
g6654	GO:0003723; GO:0005847; GO:0006378; GO:0006398; GO:0098789
g6358	GO:0000139; GO:0006486; GO:0008417; GO:0016021; GO:0032580; GO:0036071; GO:0036445; GO:0046920
g7277	GO:0003964; GO:0006313
g6648	GO:0005634
g445	GO:0003677; GO:0005634
g6986	GO:0003964; GO:0006313
g865	GO:0003677; GO:0005634; GO:0005737; GO:0010468; GO:0043076; GO:0045944; GO:0046872; GO:0048026; GO:0048762
g3029	GO:0003677; GO:0003729; GO:0005634; GO:0005737; GO:0090263; GO:1990904
g7287	GO:0005829
g3768	GO:0005789; GO:0016020; GO:0016255; GO:0030176; GO:0030182; GO:0031410; GO:0042765; GO:0051402
g3179	GO:0003964
g6763	GO:0003723; GO:0005847; GO:0006378; GO:0006398; GO:0098789
g8039	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g7498	GO:0003015; GO:0005886; GO:0005919; GO:0007391; GO:0008039; GO:0008104; GO:0008366; GO:0016021; GO:0019991; GO:0021682; GO:0035151; GO:0045202; GO:0045216; GO:0048786; GO:0060857; GO:0061343; GO:0072553; GO:0097105
g1029	GO:0003964
g598	GO:0003964; GO:0006313
g1343	GO:0000900; GO:0003723; GO:0003730; GO:0005634; GO:0005737; GO:0006397; GO:0008135; GO:0032869; GO:0032991; GO:0035925; GO:0043005; GO:0043022; GO:0045202; GO:0046872; GO:0071230; GO:0071456; GO:1900365; GO:1990124; GO:2000766
g596	GO:0003964
g1857	GO:0000122; GO:0000976; GO:0000978; GO:0000981; GO:0001701; GO:0005634; GO:0006357; GO:0045892; GO:0046872; GO:0060669
g1030	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
g5389	GO:0003729; GO:0005634; GO:0006355; GO:0006357; GO:0007173; GO:0007379; GO:0007400; GO:0007403; GO:0007411; GO:0007422; GO:0008586; GO:0035222; GO:0035321; GO:0048106; GO:0048749; GO:0050832; GO:0090263
g2642	GO:0005789; GO:0006986; GO:0016021; GO:0030433; GO:0031625
g4298	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
g7739	GO:0003964; GO:0046872
g2072	GO:0005506; GO:0016567; GO:0019005; GO:0031146; GO:0048471; GO:0055072
g2417	GO:0003964
g4738	GO:0003676; GO:0008270; GO:0015074
g338	GO:0000978; GO:0003700; GO:0005634; GO:0006357; GO:0019827; GO:0021915; GO:0035115; GO:0046872
g8756	GO:0003964
g3744	GO:0003964; GO:0006313
g1889	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g7331	GO:0003964
g7451	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g5301	GO:0003964; GO:0006313
g7001	GO:0005524; GO:0005634; GO:0006298; GO:0006310; GO:0009555; GO:0010154; GO:0016887; GO:0030983; GO:0032300; GO:0032389; GO:0048316
g877	GO:0000781; GO:0000976; GO:0003691; GO:0005634; GO:0010833; GO:0045893; GO:0046872
g7268	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g7080	GO:0003964; GO:0006313
g880	GO:0000978; GO:0000981; GO:0000987; GO:0005634; GO:0006355; GO:0009409; GO:0045893; GO:0046872; GO:0050873; GO:0060612; GO:0120162; GO:0140297
g4947	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
g6032	GO:0003964; GO:0006313
g4324	GO:0003341; GO:0005524; GO:0005576; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0030030; GO:0030286; GO:0031514; GO:0036157; GO:0045505; GO:0051959; GO:0090660; GO:0097729; GO:0120135; GO:0120197
g1873	GO:0001569; GO:0001655; GO:0001701; GO:0001702; GO:0001707; GO:0001755; GO:0002526; GO:0003143; GO:0003181; GO:0003183; GO:0003203; GO:0003274; GO:0003289; GO:0004672; GO:0004674; GO:0005025; GO:0005524; GO:0005886; GO:0005887; GO:0006468; GO:0007179; GO:0007281; GO:0007368; GO:0007369; GO:0007498; GO:0007507; GO:0009953; GO:0009968; GO:0010862; GO:0016361; GO:0018107; GO:0019838; GO:0030278; GO:0030335; GO:0030501; GO:0030509; GO:0032924; GO:0032926; GO:0042803; GO:0043235; GO:0045177; GO:0045296; GO:0045669; GO:0045893; GO:0045944; GO:0046332; GO:0046872; GO:0048179; GO:0048185; GO:0050431; GO:0050731; GO:0051145; GO:0060037; GO:0060389; GO:0060412; GO:0060923; GO:0061312; GO:0061445; GO:0070724; GO:0071363; GO:0071773; GO:1905007; GO:1990782; GO:2000017; GO:2000134; GO:2001237
g337	GO:0000381; GO:0001666; GO:0005634; GO:0005737; GO:0045666; GO:0045667; GO:0045892; GO:0046872
g3040	GO:0003964; GO:0006313
g1871	GO:0003677; GO:0005634
g6721	GO:0000978; GO:0000981; GO:0001835; GO:0005634; GO:0006357; GO:0046872
g7849	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
g344	GO:0000978; GO:0001228; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006915; GO:0016607; GO:0018024; GO:0030154; GO:0042803; GO:0043069; GO:0045892; GO:0045893; GO:0046329; GO:0046872; GO:0046974; GO:0051726; GO:0070828; GO:0071425
g7123	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g8786	GO:0003964
g2332	GO:0003964
g1710	GO:0003964
g93	GO:0003964
g6283	GO:0003964; GO:0006313
g7333	GO:0003964
g8488	GO:0003964
g9248	GO:0003676; GO:0003677; GO:0003723; GO:0005634; GO:0005737; GO:0006366; GO:0007283; GO:0009386; GO:0010468; GO:0048599; GO:0120162
g1247	GO:0003964; GO:0006313
g2134	GO:0003964; GO:0006313
g104	GO:0000976; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0006355; GO:0006357; GO:0007049
g699	GO:0003964; GO:0046872
g6900	GO:0003964; GO:0006313
g2593	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
g6661	GO:0003964; GO:0006313
g8276	GO:0003964; GO:0006313
g6236	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g210	GO:0003964; GO:0006313
g1051	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
g7760	GO:0003964; GO:0006313
g7465	GO:0005634; GO:0006351
g4986	GO:0003964
g6418	GO:0004722; GO:0004725; GO:0004860; GO:0005078; GO:0005737; GO:0006469; GO:0006470; GO:0007254; GO:0008138; GO:0008330; GO:0008579; GO:0030295; GO:0031434; GO:0031435; GO:0043405; GO:0043409; GO:0043410; GO:0043507; GO:0043508; GO:0045860; GO:0046329; GO:0046330
g1957	GO:0003964; GO:0006313
g6458	GO:0003964; GO:0006313
g6723	GO:0000977; GO:0001025; GO:0005634; GO:0006357; GO:0046872; GO:1990837
g2117	GO:0003964
g6010	GO:0003964; GO:0006313
g7809	GO:0005385; GO:0005794; GO:0006882; GO:0016021
g8754	GO:0003964; GO:0006313
g2219	GO:0003964; GO:0006313
g6265	GO:0005509; GO:0005886; GO:0005911; GO:0007156; GO:0007411; GO:0007412; GO:0007413; GO:0016021; GO:0016318; GO:0016339; GO:0030424; GO:0030425; GO:0031290; GO:0042803; GO:0044331; GO:0045296; GO:0045463; GO:0045467; GO:0048675; GO:0048814; GO:0048841; GO:0048846; GO:0050774; GO:0098609
g6465	GO:0000139; GO:0005789; GO:0006629; GO:0016021; GO:0016314
g5847	GO:0003964; GO:0006313
g9018	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g4106	GO:0003824; GO:0005634; GO:0005737
g135	GO:0003964; GO:0006313
g3677	GO:0000280; GO:0005220; GO:0005509; GO:0005783; GO:0005789; GO:0005790; GO:0005886; GO:0006816; GO:0006874; GO:0006979; GO:0007591; GO:0007601; GO:0007608; GO:0007629; GO:0009267; GO:0010888; GO:0016021; GO:0016319; GO:0016529; GO:0030322; GO:0030536; GO:0030659; GO:0030667; GO:0035071; GO:0035091; GO:0042594; GO:0044295; GO:0046000; GO:0050909; GO:0051209; GO:0051482; GO:0055088; GO:0055089; GO:0060259; GO:0070588; GO:0070679; GO:0071361
g6565	GO:0003964
g6262	GO:0003964; GO:0006313
g5716	GO:0003690; GO:0003712; GO:0005634; GO:0005730; GO:0005829; GO:0006357; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886
g8327	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g6450	GO:0003964; GO:0006313
g4468	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g7212	GO:0003964; GO:0006313
g4145	GO:0000166; GO:0005764; GO:0005765; GO:0005768; GO:0005769; GO:0005770; GO:0005776; GO:0006886; GO:0006904; GO:0006914; GO:0007032; GO:0007033; GO:0008333; GO:0016567; GO:0019904; GO:0019905; GO:0030136; GO:0030139; GO:0030674; GO:0030897; GO:0031647; GO:0031902; GO:0033147; GO:0033263; GO:0034058; GO:0035542; GO:0046872; GO:0048284; GO:0061630; GO:1902115; GO:1903364; GO:1903955; GO:2000643
g7968	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g8186	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g6632	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g7382	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g2455	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0006310; GO:0008270; GO:0015074; GO:0016020; GO:0019013; GO:0019068; GO:0020002; GO:0039660; GO:0044185; GO:0044826; GO:0046718; GO:0072494; GO:0075713
g8618	GO:0001568; GO:0001701; GO:0001756; GO:0001841; GO:0001947; GO:0004842; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0006511; GO:0006897; GO:0007219; GO:0008270; GO:0014069; GO:0016567; GO:0031410; GO:0045665; GO:0045807
g2331	GO:0003677; GO:0004531; GO:0005764; GO:0006259; GO:0006309; GO:0030218; GO:0050776; GO:0070062
g5857	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g197	GO:0003964; GO:0006313
g1385	GO:0005829; GO:0022008
g5186	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g4133	GO:0003964; GO:0006313
g2458	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g8663	GO:0003964; GO:0006313
g5401	GO:0005634; GO:0005737; GO:0008143; GO:0016607; GO:0043488; GO:0046872; GO:1900364
g8589	GO:0003964; GO:0006313
g3886	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g7975	GO:0003964
g4899	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g9057	GO:0003964; GO:0006313
g5531	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
g8766	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g2024	GO:0003964; GO:0006313
g6170	GO:0004175; GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008270; GO:0016020; GO:0016021; GO:0016485
g491	GO:0002027; GO:0004672; GO:0004674; GO:0004712; GO:0005524; GO:0005634; GO:0005737; GO:0006357; GO:0006468; GO:0008022; GO:0031013; GO:0046872; GO:0055117; GO:0061629; GO:0086069; GO:0106310; GO:1903779
g571	GO:0003729; GO:0005634; GO:0005737; GO:0005844
g4561	GO:0005576; GO:0030246; GO:0046872; GO:0098609
g5333	GO:0005524; GO:0033180; GO:0046933; GO:0046961; GO:1902600
g5036	GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0034613; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259
g8443	GO:0005737; GO:0005886; GO:0007409; GO:0036099
g6117	GO:0003964
g8987	GO:0003964; GO:0006313
g3899	GO:0000902; GO:0001708; GO:0001737; GO:0001738; GO:0005912; GO:0005918; GO:0005923; GO:0005938; GO:0007318; GO:0007391; GO:0007464; GO:0007472; GO:0007608; GO:0007613; GO:0008285; GO:0014069; GO:0016323; GO:0016327; GO:0016328; GO:0016331; GO:0016332; GO:0016333; GO:0016334; GO:0016335; GO:0016336; GO:0019991; GO:0030054; GO:0030100; GO:0030707; GO:0030714; GO:0031594; GO:0035088; GO:0042048; GO:0042067; GO:0043113; GO:0045169; GO:0045175; GO:0045186; GO:0045197; GO:0045198; GO:0045571; GO:0048749; GO:0048863; GO:0050680; GO:0050803; GO:0060581; GO:0072002; GO:0072089; GO:0097120; GO:0098609; GO:0098887; GO:0098968; GO:1990794
g6619	GO:0004591; GO:0005739; GO:0005759; GO:0006091; GO:0006096; GO:0006099; GO:0030976; GO:0031966; GO:0045252
g5046	GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0034613; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259
g7227	GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
g7226	GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
g3194	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g998	GO:0005634; GO:0005654; GO:0005737; GO:0005844; GO:0031417; GO:0043066
g7470	GO:0000781; GO:0000785; GO:0005739; GO:0006335; GO:0006336; GO:0007584; GO:0010485; GO:0016363; GO:0031509; GO:0032991; GO:0042393; GO:0043967
g6671	GO:0005085; GO:0016021; GO:0030036; GO:0030658; GO:0032012
g6704	GO:0003964
g7378	GO:0000381; GO:0003729; GO:0005634; GO:0006397; GO:0008380; GO:0043484; GO:0045595; GO:0051148
g7584	GO:0005200; GO:0005516; GO:0005546; GO:0005886; GO:0007026; GO:0007274; GO:0007399; GO:0007409; GO:0007411; GO:0008017; GO:0008091; GO:0016199; GO:0016328; GO:0030036; GO:0030054; GO:0030424; GO:0030506; GO:0030864; GO:0031594; GO:0042062; GO:0042995; GO:0045169; GO:0045170; GO:0048666; GO:0048790; GO:0050807; GO:0051015; GO:0051693; GO:0072499; GO:1903729
g9106	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g4168	GO:0000122; GO:0005200; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0005925; GO:0007015; GO:0007155; GO:0017166; GO:0030055; GO:0031589; GO:0043410; GO:0051495; GO:0051496
g9142	GO:0004722; GO:0005516; GO:0005737; GO:0005955; GO:0030431; GO:0033192; GO:0046872; GO:0097720
g882	GO:0000794; GO:0001700; GO:0003677; GO:0005634; GO:0005700; GO:0006357; GO:0007426; GO:0007435; GO:0009953; GO:0031208; GO:0031507; GO:0031519; GO:0035167; GO:0042803; GO:0045892; GO:0045893; GO:0045944
g7571	GO:0005200; GO:0005516; GO:0005546; GO:0005886; GO:0007026; GO:0007274; GO:0007399; GO:0007409; GO:0007411; GO:0008017; GO:0008091; GO:0016199; GO:0016328; GO:0030036; GO:0030054; GO:0030424; GO:0030506; GO:0030864; GO:0031594; GO:0042062; GO:0042995; GO:0045169; GO:0045170; GO:0048666; GO:0048790; GO:0050807; GO:0051015; GO:0051693; GO:0072499; GO:1903729
g1995	GO:0005524; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0036156; GO:0045505; GO:0051959
